    3.4330554193E-02    1.0007348781E+00    4.0003079033E-03    2.9964551046E-03    7.2903169039E-02
    6.8661108386E-02    1.0014698216E+00    4.0006172216E-03    2.9959917649E-03    7.2954600044E-02
    1.0299166258E-01    1.0022046744E+00    4.0009262855E-03    2.9955289133E-03    7.3006023100E-02
    1.3732221677E-01    1.0029394356E+00    4.0012350866E-03    2.9950665626E-03    7.3057438216E-02
    1.7165277097E-01    1.0036741053E+00    4.0015436252E-03    2.9946047119E-03    7.3108845400E-02
    2.0598332516E-01    1.0044086837E+00    4.0018519018E-03    2.9941433600E-03    7.3160244660E-02
    2.4031387935E-01    1.0051431709E+00    4.0021599168E-03    2.9936825061E-03    7.3211636005E-02
    2.7464443355E-01    1.0058775669E+00    4.0024676706E-03    2.9932221491E-03    7.3263019443E-02
    3.0897498774E-01    1.0066118718E+00    4.0027751638E-03    2.9927622882E-03    7.3314394984E-02
    3.4330554193E-01    1.0073460858E+00    4.0030823967E-03    2.9923029223E-03    7.3365762636E-02
    3.7763609613E-01    1.0080802090E+00    4.0033893699E-03    2.9918440504E-03    7.3417122406E-02
    4.1196665032E-01    1.0088142414E+00    4.0036960837E-03    2.9913856716E-03    7.3468474304E-02
    4.4629720451E-01    1.0095481832E+00    4.0040025386E-03    2.9909277849E-03    7.3519818338E-02
    4.8062775871E-01    1.0102820344E+00    4.0043087350E-03    2.9904703894E-03    7.3571154517E-02
    5.1495831290E-01    1.0110157952E+00    4.0046146735E-03    2.9900134840E-03    7.3622482848E-02
    5.4928886709E-01    1.0117494657E+00    4.0049203544E-03    2.9895570679E-03    7.3673803341E-02
    5.8361942128E-01    1.0124830459E+00    4.0052257781E-03    2.9891011401E-03    7.3725116003E-02
    6.1794997548E-01    1.0132165359E+00    4.0055309452E-03    2.9886456996E-03    7.3776420844E-02
    6.5228052967E-01    1.0139499359E+00    4.0058358560E-03    2.9881907455E-03    7.3827717871E-02
    6.8661108386E-01    1.0146832460E+00    4.0061405110E-03    2.9877362768E-03    7.3879007092E-02
    7.2094163806E-01    1.0154164662E+00    4.0064449107E-03    2.9872822926E-03    7.3930288517E-02
    7.5527219225E-01    1.0161495967E+00    4.0067490554E-03    2.9868287920E-03    7.3981562153E-02
    7.8960274644E-01    1.0168826375E+00    4.0070529456E-03    2.9863757739E-03    7.4032828009E-02
    8.2393330064E-01    1.0176155887E+00    4.0073565818E-03    2.9859232376E-03    7.4084086093E-02
    8.5826385483E-01    1.0183484505E+00    4.0076599643E-03    2.9854711820E-03    7.4135336412E-02
    8.9259440902E-01    1.0190812229E+00    4.0079630936E-03    2.9850196062E-03    7.4186578977E-02
    9.2692496322E-01    1.0198139061E+00    4.0082659701E-03    2.9845685093E-03    7.4237813794E-02
