         1    1.1675257176E-03    7.2691758772E-01
         2    2.3372033017E-03    7.1635141437E-01
         3    3.5085660064E-03    7.0726884519E-01
         4    4.6815124100E-03    6.9917225441E-01
         5    5.8562443844E-03    6.9178189634E-01
         6    7.0329253154E-03    6.8497242486E-01
         7    8.2117158976E-03    6.7866755847E-01
         8    9.3928316308E-03    6.7279854983E-01
         9    1.0576501989E-02    6.6732724269E-01
        10    1.1762888663E-02    6.6221886195E-01
        11    1.2952050574E-02    6.5745654580E-01
        12    1.4143893358E-02    6.5303077656E-01
        13    1.5337545773E-02    6.4893550370E-01
        14    1.6525089786E-02    6.4519155221E-01
        15    1.7707107522E-02    6.4177235174E-01
        16    1.8884213742E-02    6.3865579515E-01
        17    2.0056671037E-02    6.3582433174E-01
        18    2.1223087479E-02    6.3326386264E-01
        19    2.2384099225E-02    6.3094920115E-01
        20    2.3540406289E-02    6.2886131566E-01
        21    2.4692775390E-02    6.2697558928E-01
        22    2.5842029137E-02    6.2527243790E-01
        23    2.6989018415E-02    6.2372568948E-01
        24    2.8132464728E-02    6.2232252241E-01
        25    2.9272130948E-02    6.2103502190E-01
        26    3.0408621814E-02    6.1984815463E-01
        27    3.1542564774E-02    6.1874053244E-01
        28    3.2674639326E-02    6.1770119998E-01
        29    3.3805588322E-02    6.1670846385E-01
        30    3.4936219691E-02    6.1575792610E-01
        31    3.6067409645E-02    6.1483609745E-01
        32    3.7200078310E-02    6.1394268926E-01
        33    3.8333559852E-02    6.1306579240E-01
        34    3.9465893034E-02    6.1221397109E-01
        35    4.0597826280E-02    6.1137899571E-01
        36    4.1730298686E-02    6.1055986944E-01
        37    4.2862237028E-02    6.0975819583E-01
        38    4.3992702058E-02    6.0897384823E-01
        39    4.5122377882E-02    6.0820836565E-01
        40    4.6251968262E-02    6.0745625411E-01
        41    4.7382179571E-02    6.0672804058E-01
        42    4.8513063349E-02    6.0601239056E-01
        43    4.9642263567E-02    6.0532340721E-01
        44    5.0770327405E-02    6.0465114046E-01
        45    5.1897714999E-02    6.0399159999E-01
        46    5.3024754557E-02    6.0334833324E-01
        47    5.4149792217E-02    6.0271950084E-01
        48    5.5272796854E-02    6.0209905029E-01
        49    5.6394051208E-02    6.0149043186E-01
        50    5.7514009734E-02    6.0089009598E-01
        51    5.8630835434E-02    6.0029123195E-01
        52    5.9744484967E-02    5.9969667033E-01
        53    6.0855615497E-02    5.9910565045E-01
        54    6.1964688115E-02    5.9851265891E-01
        55    6.3072331036E-02    5.9792001006E-01
