    8.7609511890E-02    1.0018743084E+00    4.0007848609E-03    2.9957731648E-03    7.3017840639E-02
    1.7521902378E-01    1.0037484248E+00    4.0015723112E-03    2.9945942331E-03    7.3149043930E-02
    2.6282853567E-01    1.0056219491E+00    4.0023580802E-03    2.9934185119E-03    7.3280195649E-02
    3.5043804756E-01    1.0074948807E+00    4.0031421522E-03    2.9922460201E-03    7.3411295936E-02
    4.3804755945E-01    1.0093672215E+00    4.0039245345E-03    2.9910767416E-03    7.3542344932E-02
    5.2565707134E-01    1.0112389729E+00    4.0047052344E-03    2.9899106604E-03    7.3673342779E-02
    6.1326658323E-01    1.0131101367E+00    4.0054842593E-03    2.9887477607E-03    7.3804289616E-02
    7.0087609512E-01    1.0149807145E+00    4.0062616164E-03    2.9875880266E-03    7.3935185581E-02
    7.8848560701E-01    1.0168507080E+00    4.0070373131E-03    2.9864314424E-03    7.4066030813E-02
    8.7609511890E-01    1.0187201187E+00    4.0078113566E-03    2.9852779927E-03    7.4196825451E-02
    9.6370463079E-01    1.0205889483E+00    4.0085837539E-03    2.9841276619E-03    7.4327569629E-02
    1.0513141427E+00    1.0224571985E+00    4.0093545123E-03    2.9829804347E-03    7.4458263486E-02
    1.1389236546E+00    1.0243248707E+00    4.0101236387E-03    2.9818362959E-03    7.4588907157E-02
    1.2265331665E+00    1.0261919667E+00    4.0108911402E-03    2.9806952303E-03    7.4719500776E-02
    1.3141426783E+00    1.0280584880E+00    4.0116570238E-03    2.9795572230E-03    7.4850044478E-02
    1.4017521902E+00    1.0299244361E+00    4.0124212963E-03    2.9784222590E-03    7.4980538397E-02
    1.4893617021E+00    1.0317898128E+00    4.0131839647E-03    2.9772903235E-03    7.5110982665E-02
    1.5769712140E+00    1.0336546194E+00    4.0139450358E-03    2.9761614018E-03    7.5241377415E-02
    1.6645807259E+00    1.0355188577E+00    4.0147045164E-03    2.9750354793E-03    7.5371722778E-02
    1.7521902378E+00    1.0373825290E+00    4.0154624133E-03    2.9739125416E-03    7.5502018886E-02
    1.8397997497E+00    1.0392456351E+00    4.0162187330E-03    2.9727925741E-03    7.5632265869E-02
    1.9274092616E+00    1.0411081773E+00    4.0169734824E-03    2.9716755627E-03    7.5762463857E-02
    2.0150187735E+00    1.0429701573E+00    4.0177266680E-03    2.9705614932E-03    7.5892612979E-02
    2.1026282854E+00    1.0448315766E+00    4.0184782965E-03    2.9694503513E-03    7.6022713364E-02
    2.1902377972E+00    1.0466924366E+00    4.0192283742E-03    2.9683421232E-03    7.6152765139E-02
    2.2778473091E+00    1.0485527389E+00    4.0199769079E-03    2.9672367950E-03    7.6282768432E-02
    2.3654568210E+00    1.0504124849E+00    4.0207239038E-03    2.9661343528E-03    7.6412723370E-02
    2.4530663329E+00    1.0522716763E+00    4.0214693684E-03    2.9650347830E-03    7.6542630078E-02
    2.5406758448E+00    1.0541303144E+00    4.0222133081E-03    2.9639380718E-03    7.6672488682E-02
    2.6282853567E+00    1.0559884006E+00    4.0229557292E-03    2.9628442059E-03    7.6802299308E-02
    2.7158948686E+00    1.0578459366E+00    4.0236966380E-03    2.9617531717E-03    7.6932062079E-02
    2.8035043805E+00    1.0597029238E+00    4.0244360408E-03    2.9606649559E-03    7.7061777119E-02
    2.8911138924E+00    1.0615593635E+00    4.0251739437E-03    2.9595795454E-03    7.7191444552E-02
    2.9787234043E+00    1.0634152573E+00    4.0259103530E-03    2.9584969268E-03    7.7321064500E-02
    3.0663329161E+00    1.0652706066E+00    4.0266452748E-03    2.9574170873E-03    7.7450637085E-02
    3.1539424280E+00    1.0671254128E+00    4.0273787152E-03    2.9563400137E-03    7.7580162428E-02
    3.2415519399E+00    1.0689796774E+00    4.0281106802E-03    2.9552656932E-03    7.7709640651E-02
    3.3291614518E+00    1.0708334017E+00    4.0288411760E-03    2.9541941130E-03    7.7839071873E-02
    3.4167709637E+00    1.0726865873E+00    4.0295702083E-03    2.9531252604E-03    7.7968456215E-02
    3.5043804756E+00    1.0745392354E+00    4.0302977833E-03    2.9520591227E-03    7.8097793795E-02
    3.5919899875E+00    1.0763913475E+00    4.0310239068E-03    2.9509956874E-03    7.8227084733E-02
    3.6795994994E+00    1.0782429250E+00    4.0317485848E-03    2.9499349421E-03    7.8356329146E-02
    3.7672090113E+00    1.0800939693E+00    4.0324718229E-03    2.9488768743E-03    7.8485527152E-02
    3.8548185232E+00    1.0819444817E+00    4.0331936272E-03    2.9478214718E-03    7.8614678868E-02
    3.9424280350E+00    1.0837944637E+00    4.0339140032E-03    2.9467687224E-03    7.8743784410E-02
    4.0300375469E+00    1.0856439165E+00    4.0346329569E-03    2.9457186138E-03    7.8872843895E-02
    4.1176470588E+00    1.0874928416E+00    4.0353504937E-03    2.9446711341E-03    7.9001857437E-02
    4.2052565707E+00    1.0893412403E+00    4.0360666196E-03    2.9436262713E-03    7.9130825153E-02
    4.2928660826E+00    1.0911891140E+00    4.0367813399E-03    2.9425840135E-03    7.9259747155E-02
    4.3804755945E+00    1.0930364640E+00    4.0374946605E-03    2.9415443489E-03    7.9388623559E-02
    4.4680851064E+00    1.0948832916E+00    4.0382065867E-03    2.9405072657E-03    7.9517454476E-02
    4.5556946183E+00    1.0967295982E+00    4.0389171243E-03    2.9394727523E-03    7.9646240021E-02
    4.6433041302E+00    1.0985753850E+00    4.0396262785E-03    2.9384407971E-03    7.9774980306E-02
    4.7309136421E+00    1.1004206535E+00    4.0403340550E-03    2.9374113885E-03    7.9903675441E-02
    4.8185231539E+00    1.1022654049E+00    4.0410404592E-03    2.9363845153E-03    8.0032325539E-02
    4.9061326658E+00    1.1041096405E+00    4.0417454964E-03    2.9353601659E-03    8.0160930710E-02
    4.9937421777E+00    1.1059533616E+00    4.0424491720E-03    2.9343383291E-03    8.0289491065E-02
    5.0813516896E+00    1.1077965695E+00    4.0431514914E-03    2.9333189937E-03    8.0418006714E-02
    5.1689612015E+00    1.1096392655E+00    4.0438524599E-03    2.9323021485E-03    8.0546477765E-02
    5.2565707134E+00    1.1114814509E+00    4.0445520827E-03    2.9312877825E-03    8.0674904328E-02
    5.3441802253E+00    1.1133231270E+00    4.0452503651E-03    2.9302758847E-03    8.0803286511E-02
    5.4317897372E+00    1.1151642950E+00    4.0459473123E-03    2.9292664442E-03    8.0931624422E-02
    5.5193992491E+00    1.1170049562E+00    4.0466429294E-03    2.9282594500E-03    8.1059918168E-02
    5.6070087610E+00    1.1188451118E+00    4.0473372217E-03    2.9272548915E-03    8.1188167856E-02
    5.6946182728E+00    1.1206847631E+00    4.0480301942E-03    2.9262527579E-03    8.1316373593E-02
    5.7822277847E+00    1.1225239114E+00    4.0487218521E-03    2.9252530385E-03    8.1444535485E-02
    5.8698372966E+00    1.1243625579E+00    4.0494122004E-03    2.9242557228E-03    8.1572653637E-02
    5.9574468085E+00    1.1262007037E+00    4.0501012441E-03    2.9232608002E-03    8.1700728154E-02
    6.0450563204E+00    1.1280383503E+00    4.0507889882E-03    2.9222682603E-03    8.1828759141E-02
    6.1326658323E+00    1.1298754987E+00    4.0514754378E-03    2.9212780927E-03    8.1956746702E-02
    6.2202753442E+00    1.1317121502E+00    4.0521605977E-03    2.9202902871E-03    8.2084690940E-02
    6.3078848561E+00    1.1335483061E+00    4.0528444729E-03    2.9193048333E-03    8.2212591960E-02
    6.3954943680E+00    1.1353839674E+00    4.0535270682E-03    2.9183217210E-03    8.2340449863E-02
    6.4831038798E+00    1.1372191355E+00    4.0542083886E-03    2.9173409402E-03    8.2468264753E-02
    6.5707133917E+00    1.1390538115E+00    4.0548884388E-03    2.9163624808E-03    8.2596036730E-02
    6.6583229036E+00    1.1408879966E+00    4.0555672236E-03    2.9153863327E-03    8.2723765897E-02
    6.7459324155E+00    1.1427216920E+00    4.0562447479E-03    2.9144124861E-03    8.2851452354E-02
    6.8335419274E+00    1.1445548989E+00    4.0569210164E-03    2.9134409310E-03    8.2979096202E-02
    6.9211514393E+00    1.1463876185E+00    4.0575960338E-03    2.9124716577E-03    8.3106697542E-02
